request_id,success,status_code,latency_ms
1,True,200,2061.40009999217
2,True,200,579.8464000108652
3,True,200,578.4164999931818
4,True,200,498.65399999544024
5,True,200,500.3722999972524
6,True,200,495.58269999397453
7,True,200,498.6016000038944
8,True,200,484.14600000251085
9,True,200,500.6944999913685
10,True,200,515.7626000000164
11,True,200,479.9330999958329
12,True,200,2494.4653999991715
13,True,200,501.8419999978505
14,True,200,518.191899987869
15,True,200,504.0843000024324
16,True,200,498.26960000791587
17,True,200,520.2299999946263
18,True,200,495.64000000827946
19,True,200,480.7156000024406
20,True,200,482.80399999930523
21,True,200,477.9197000025306
22,True,200,495.2887999970699
23,True,200,539.474600009271
24,True,200,538.4892000001855
25,True,200,563.4046000050148
26,True,200,498.40079998830333
27,True,200,499.7791999921901
28,True,200,518.6734000017168
29,True,200,500.82620000466704
30,True,200,515.5095999944024
31,True,200,482.77089999464806
32,True,200,499.9406999995699
33,True,200,494.1097999981139
34,True,200,502.68609999329783
35,True,200,483.47439999633934
36,True,200,491.6036999929929
37,True,200,480.94270000001416
38,True,200,481.83309999876656
39,True,200,496.09509999572765
40,True,200,463.4033000038471
41,True,200,458.6967000068398
42,True,200,479.1899999981979
43,True,200,461.1404999886872
44,True,200,458.3583999919938
45,True,200,476.41280000971165
46,True,200,461.55589999398217
47,True,200,474.72120000747964
48,True,200,479.37549999915063
49,True,200,465.6271999992896
50,True,200,472.38170000491664
51,True,200,445.0129000033485
52,True,200,456.2262999970699
53,True,200,463.2527000067057
54,True,200,440.23059999744873
55,True,200,473.4281999990344
56,True,200,464.77279999817256
57,True,200,460.251700002118
58,True,200,473.94350000831764
59,True,200,479.7141000017291
60,True,200,460.49550001043826
61,True,200,459.88899999065325
62,True,200,476.9241000030888
63,True,200,478.0876000004355
64,True,200,463.9144000102533
65,True,200,477.1818000008352
66,True,200,462.49299999908544
67,True,200,458.4943000081694
68,True,200,459.9947999959113
69,True,200,461.2873000005493
70,True,200,474.62419999646954
71,True,200,486.3113000028534
72,True,200,492.6761999959126
73,True,200,458.25879999028984
74,True,200,478.70289999991655
75,True,200,461.1421000008704
76,True,200,475.69510000175796
77,True,200,481.39670000819024
78,True,200,461.08720000484027
79,True,200,458.9882000000216
80,True,200,476.41610000573564
81,True,200,481.8499000102747
82,True,200,515.5040999961784
83,True,200,465.7695999921998
84,True,200,458.06969999102876
85,True,200,481.3222999946447
86,True,200,497.57779999345075
87,True,200,473.29149999131914
88,True,200,460.0017999910051
89,True,200,479.5330000051763
90,True,200,445.053999996162
91,True,200,474.0937999886228
92,True,200,461.07360000314657
93,True,200,478.2160000031581
94,True,200,460.19269998942036
95,True,200,479.54509999544825
96,True,200,460.37479999358766
97,True,200,458.07280000008177
98,True,200,477.7246000012383
99,True,200,458.7577000056626
100,True,200,512.5163000047905
101,True,200,468.60759999253787
102,True,200,463.2560000027297
103,True,200,478.2149999955436
104,True,200,458.1538000056753
105,True,200,475.411500010523
106,True,200,482.5107999931788
107,True,200,495.0165000045672
108,True,200,488.4555000026012
109,True,200,456.1175999988336
110,True,200,465.8507999993162
111,True,200,530.4293999943184
112,True,200,461.0270999983186
113,True,200,461.6478999960236
114,True,200,482.48390000662766
115,True,200,493.9310000045225
116,True,200,477.374800000689
117,True,200,461.65640000253916
118,True,200,2105.5813999992097
119,True,200,2076.625400004559
120,True,200,2205.2721999934874
121,True,200,2076.606799993897
122,True,200,2113.3548999932827
123,True,200,2052.3971000075107
124,True,200,2055.226800002856
125,True,200,2083.5237999999663
126,True,200,2166.5057000063825
127,True,200,2270.775199998752
128,True,200,2202.935000008438
129,True,200,2272.9837000078987
130,True,200,2097.1640999923693
131,True,200,2239.5490999915637
132,True,200,2197.74150000012
