request_id,success,status_code,latency_ms
1,True,200,1237.514319000013
2,True,200,1310.417679000011
3,True,200,1328.7492590000056
4,True,200,1450.0918690000049
5,True,200,904.478964999953
6,True,200,1550.5491949999737
7,True,200,1625.880293000023
8,True,200,1669.219020000014
9,True,200,2118.403667999985
10,True,200,1469.2635369999607
11,True,200,1575.7850510000253
12,True,200,1618.474425000045
13,True,200,1367.9086889999894
14,True,200,1337.9250159999856
15,True,200,1561.1930690000122
16,True,200,1477.9172550000226
17,True,200,1538.3380260000195
18,True,200,1394.8278909999772
19,True,200,1769.6634500000528
20,True,200,1689.2254420000086
21,True,200,1170.632409999996
22,True,200,1094.5212529999822
23,True,200,1156.7014639999798
24,True,200,1086.9900540000117
25,True,200,1832.9234619999966
26,True,200,1749.3493549999926
27,True,200,2385.2223179999896
28,True,200,1848.3451829999922
29,True,200,1527.8032780000217
30,True,200,2055.1161189999902
31,True,200,1619.6036469999626
32,True,200,1535.5085470000063
33,True,200,458.4608470000262
34,True,200,1041.4797920000183
35,True,200,1189.715179000018
36,True,200,1336.3517150000348
37,True,200,1237.707462000003
38,True,200,1797.4431019999884
39,True,200,1558.130666000011
40,True,200,1958.2720940000513
41,True,200,2208.3095110000386
42,True,200,1938.1690739999726
43,True,200,1748.1775250000169
44,True,200,1687.798296999972
45,True,200,2218.2333709999966
46,True,200,1048.1548729999872
47,True,200,1643.0624310000326
48,True,200,1898.2145420000052
49,True,200,1437.9517289999626
50,True,200,1052.9688220000253
51,True,200,1440.6314249999923
52,True,200,1657.9838270000096
53,True,200,1568.1627179999964
54,True,200,1508.0400920000443
55,True,200,1615.3350350000437
56,True,200,1198.227777999989
57,True,200,1628.0190090000133
58,True,200,1957.8525150000132
59,True,200,1957.7909279999517
60,True,200,1978.0889479999928
61,True,200,1978.0674759999783
62,True,200,1958.081089000018
63,True,200,1448.2440919999817
64,True,200,1618.75663699999
65,True,200,2588.435629999992
66,True,200,1147.2607470000185
67,True,200,1899.9699949999922
68,True,200,1358.909433000008
69,True,200,1307.658392999997
70,True,200,1248.270722999962
71,True,200,1127.2093689999565
72,True,200,1586.5206650000232
73,True,200,1558.985947999986
74,True,200,1207.9167549999852
75,True,200,1717.778022999994
76,True,200,1806.1380339999573
77,True,200,1707.1731139999997
78,True,200,1241.2734389999969
79,True,200,981.5803089999804
80,True,200,1460.1280299999644
81,True,200,978.3210349999649
82,True,200,1064.7261640000352
83,True,200,1068.112606999989
84,True,200,1687.3597719999793
85,True,200,1536.7308219999813
86,True,200,1841.7490840000141
87,True,200,1428.158467000003
88,True,200,1306.9615499999827
89,True,200,1659.3623410000191
90,True,200,1959.4771959999662
91,True,200,1678.0717739999886
92,True,200,1789.9776419999966
93,True,200,1381.717690999949
94,True,200,1398.6385570000266
95,True,200,933.5772360000192
96,True,200,1374.2056670000125
97,True,200,1645.7179060000158
98,True,200,1281.382404999988
99,True,200,1246.5468440000222
100,True,200,92.7811869999573
