request_id,success,status_code,latency_ms
1,True,200,291.44802999996955
2,True,200,306.52760499992837
3,True,200,301.33056700003635
4,True,200,306.01889700005813
5,True,200,82.29518799998914
6,True,200,102.50430500002494
7,True,200,107.92364600001747
8,True,200,135.99162700006673
9,True,200,91.87065799994798
10,True,200,117.01148500003455
11,True,200,100.40105400003085
12,True,200,143.60140899998441
13,True,200,121.46868799993626
14,True,200,98.26137999993989
15,True,200,131.84582999997474
16,True,200,72.13278899996567
17,True,200,142.36285800006954
18,True,200,74.76755400000457
19,True,200,126.46965300007196
20,True,200,120.34770000002482
21,True,200,103.26687599990692
22,True,200,134.7155030000522
23,True,200,105.71996400005901
24,True,200,110.35964900008821
25,True,200,111.78043900008561
26,True,200,132.41196899991792
27,True,200,128.10634299989943
28,True,200,94.98169700009385
29,True,200,126.62222599999495
30,True,200,105.5189019999716
31,True,200,101.67749700008244
32,True,200,120.73782300001312
33,True,200,127.34384299994872
34,True,200,72.14888399994379
35,True,200,91.46390400007931
36,True,200,107.94740599999386
37,True,200,88.52629699993031
38,True,200,117.20560300000216
39,True,200,74.55887000003258
40,True,200,120.01973899998575
41,True,200,102.84358700005214
42,True,200,126.9098950000398
43,True,200,124.57624499995745
44,True,200,95.92171399992822
45,True,200,102.18354999994972
46,True,200,122.82981099997414
47,True,200,85.6364679999615
48,True,200,92.4392759999364
49,True,200,134.17048700000578
50,True,200,80.41395999998713
51,True,200,121.01350700004332
52,True,200,84.9345029999995
53,True,200,119.87420900004508
54,True,200,97.19285500000296
55,True,200,121.2961080000241
56,True,200,119.58610700003192
57,True,200,100.39031600001636
58,True,200,117.375405999951
59,True,200,93.49746499992762
60,True,200,106.88808200006861
61,True,200,61.72464700000546
62,True,200,114.80271400000674
63,True,200,127.18087799999012
64,True,200,93.67039500000374
65,True,200,130.408584999941
66,True,200,90.4288510000697
67,True,200,109.36716000003344
68,True,200,77.57135800000015
69,True,200,108.86429599997882
70,True,200,100.59233699996639
71,True,200,75.06827999998222
72,True,200,113.75208000004022
73,True,200,77.27471600003355
74,True,200,116.90539899996111
75,True,200,90.09863300002507
76,True,200,123.8209939999706
77,True,200,78.22654599999623
78,True,200,93.58536399997774
79,True,200,115.19293900005323
80,True,200,79.65483600003154
81,True,200,99.42089900005158
82,True,200,101.86895399999685
83,True,200,122.1450550000327
84,True,200,78.98865599997862
85,True,200,123.78152799999498
86,True,200,95.63569599993116
87,True,200,91.68746499994995
88,True,200,88.49341599989202
89,True,200,110.70431800010283
90,True,200,115.85217399999692
91,True,200,112.10031499990691
92,True,200,79.94304800001828
93,True,200,79.57320699995307
94,True,200,106.4192759999969
95,True,200,78.45419199998105
96,True,200,85.20324900007381
97,True,200,70.90698000001794
98,True,200,50.94436100000621
99,True,200,43.420536000098764
100,True,200,33.92404999999599
